,timestamps,delta_absolute_1,theta_absolute_1,alpha_absolute_1,beta_absolute_1,gamma_absolute_1,delta_absolute_2,theta_absolute_2,alpha_absolute_2,beta_absolute_2,gamma_absolute_2,delta_absolute_3,theta_absolute_3,alpha_absolute_3,beta_absolute_3,gamma_absolute_3,delta_absolute_4,theta_absolute_4,alpha_absolute_4,beta_absolute_4,gamma_absolute_4
0,1532157125.99879,2.4224977241380468,2.6178948392106016,2.08239247141014,1.4605328678440597,0.7622802733489618,1.5086593102501924,1.8957704355195264,1.0154472500149596,0.694588442259455,0.31337695197279897,2.4845755293647476,2.607005202065055,1.6571714268207198,0.6389968832143172,0.12084756835997339,2.4937227283310586,2.7276906491422523,2.102292974953425,1.2897569146380305,1.1203249639594566
1,1532157126.157548,2.58123408161762,2.805228403747737,2.1729938535598414,1.4600790970103643,0.781541592408773,1.6116541946814125,2.021077858669973,1.1430297579821078,0.8043360842227262,0.3261098086536322,2.41531310539493,2.5309518676902476,1.60858416517721,0.6726933508931278,0.13114538837861278,2.6462602562169666,2.891555072245045,2.224618418740841,1.3367314415679117,1.1773707312727213
2,1532157126.227399,2.6238925154141612,2.88242112390183,2.1875883687566584,1.4521302831699234,0.8415497367103458,1.6314851822410463,2.063120098480803,1.1926966410813256,0.8559183770491415,0.32494939954483093,2.2963854672374815,2.413107753127395,1.5238033315971953,0.7423919688459867,0.13708744919881885,2.6949368011954102,2.954280454280844,2.2596118279955766,1.3609698717217813,1.207525528759134
3,1532157126.4071891,2.550435397638346,2.852779582402348,2.1272842625259867,1.4532905916910182,0.9469714007547233,1.5679803092726603,2.016292440616228,1.1545798664034472,0.8384702698135434,0.3188584261551917,2.1013989968601967,2.268463979792128,1.4457117116338896,0.8046267594032863,0.13476713039634203,2.629793830900797,2.919826989583203,2.202793338842551,1.346343767422672,1.2001095366609367
4,1532157126.493974,2.3729831423259915,2.704817942180476,1.986485492514398,1.4525519380882623,1.0601271018859373,1.4200594980522219,1.871534199494747,1.0290835091736885,0.7634171831508558,0.3117440870753457,1.8357686157231914,2.0726157228972912,1.3560494415167357,0.8097539733768144,0.10312341849488732,2.463717478879346,2.7755923724465843,2.0383452911080315,1.288627967593559,1.1661596295170562
5,1532157126.4942741,2.0572776979235337,2.4294477151359573,1.775922924571563,1.4363871565893194,1.1397910902122979,1.1621684760678583,1.6230083422763566,0.8307850853690302,0.666355881097849,0.29468738180735354,1.5149143661943687,1.8536263227213838,1.305215819952965,0.7585839156823325,0.05854071130898865,2.1654155796603622,2.5155589170099693,1.7493535865847363,1.2080932370020525,1.131132522924857
6,1532157126.6936018,1.5430713558406561,1.9942590867011307,1.5386374719198466,1.4011024024500043,1.1857255486650606,0.7035376422330548,1.270975702438306,0.5857828398016323,0.6031731225228579,0.2610061339227481,1.023001059094602,1.5890283444081301,1.2803143518972309,0.6872903733657091,0.003847864849568315,1.6506688151097693,2.128506134047356,1.3354559613475934,1.1294503868468333,1.1234975827146767
7,1532157126.7582788,-0.2839034206682851,1.6952717373028032,1.414779680752795,1.3626635876415625,1.2118898050068476,-0.7245096086807326,0.9657954750179902,0.43328177900839354,0.5974444503839917,0.22199283389901425,0.8689934472940998,1.3819753831941024,1.2526258399374095,0.6116728871525277,-0.06817924815931962,0.050090502046176995,1.821851342813909,0.9053455409941652,1.0990717750530794,1.142396678643854
8,1532157126.847265,1.1560401963521425,1.8860443220285241,1.4470292412292443,1.31840752755958,1.244669386421449,0.234076257057823,0.9206984644681809,0.416329330863576,0.609173749749356,0.20752851818264131,0.8782695628797502,1.248776898118857,1.2023925671199758,0.6002706703994576,-0.07029590276350232,1.3189573490340334,1.9158067845605729,1.0351282658864174,1.0884917222949035,1.1458002441468418
9,1532157127.004761,2.0217117196042644,2.3374304812760176,1.6720560164616682,1.2960600972321539,1.265087449222224,1.0427424499888336,1.2082792702359577,0.4693780017304059,0.6012332622363866,0.257190781805741,0.8893748329253932,1.2859093170399427,1.1394213630066132,0.624685171525246,-0.0060890847187850304,2.1166122550458946,2.3255707029328327,1.5382805017120675,1.052156550588886,1.1140313226315348
10,1532157127.093301,2.4464701058099205,2.7407415550131367,1.9071027170960066,1.339523145263461,1.2852935827776109,1.4712720319946067,1.5676662840172482,0.5687524997848697,0.5861076792612362,0.34544043162995425,0.9806623394949919,1.3828006665683268,1.139154844199572,0.6085206807016441,0.037853785794254385,2.514620744359439,2.7341246811731814,1.899582449207288,1.0887156139545067,1.0668230660924143
11,1532157127.093724,2.720519299094109,2.9860135985694294,2.104273003796902,1.420987745029132,1.2734697880715073,1.7262326051338313,1.8104959640825689,0.6329654308986717,0.5513742649511404,0.4094818188933301,0.8821996312367762,1.5038990357502404,1.131766619895159,0.5921040747265486,0.09021192012061273,2.764688538866958,2.986205553545214,2.129699793499567,1.1445629737758956,1.0157347651513862
12,1532157127.213746,2.854107094183276,3.104091530714424,2.220586744682312,1.4811431790209049,1.2258555101044981,1.862497197968756,1.9329032329969655,0.6401898178714537,0.4880901051352572,0.41713613377906483,0.7887689799602428,1.5793093341429245,1.1129571466386312,0.5487751083584239,0.08911147850300696,2.887871605011498,3.1075956517556493,2.237298636317084,1.1767056966872786,0.9712024982922257
13,1532157127.299844,2.871748671720117,3.1056200623421084,2.243909699792461,1.4923885091654758,1.1480192316965971,1.90067907389065,1.9347763613693119,0.5830595251369443,0.38915531650578844,0.36340361623303835,0.6324896472131627,1.5791452240459107,1.0537395942761645,0.48172638985404176,0.03127324956024176,2.90431243847996,3.108874452364044,2.2270827915425633,1.1597289992405841,0.9250310016998289
14,1532157127.4543018,2.7643864311899837,2.995763808812512,2.17615381251478,1.4333635219035856,1.0622095247861971,1.823453453682058,1.8273375703579064,0.5120379860007186,0.28562482676407563,0.25655379085555186,0.5262211912977769,1.5010872990806683,0.9614482846934396,0.39232814082098255,-0.07376516466301547,2.8054652047572475,2.9953455872457435,2.109240283575229,1.097885844098075,0.8630461712525908
15,1532157127.5273552,2.5237043887862978,2.763243540740246,2.0092723377126767,1.3114281972904216,0.9961300621830762,1.6373620173265633,1.5983628981248126,0.46252298087773425,0.23801406133482672,0.12985950903509275,0.4468314631625446,1.3655008337444023,0.8480799225990782,0.28549652476530446,-0.21491012218066072,2.589151356516534,2.7525936268720983,1.8720682592562576,1.0387022022110588,0.7789376198874848
16,1532157127.598842,2.1204853692702303,2.39780974396896,1.753064943004657,1.157130550514406,0.9598121396992237,1.3236400756998883,1.2484645960632323,0.49032172089801696,0.2943019141582978,0.03356235794360243,0.5986725119988984,1.236394456890676,0.7942345985597975,0.4053100742950844,-0.3304457590604537,2.242132592483456,2.3624337546354592,1.5205351609487272,1.0285370149472595,0.71051716772683
17,1532157127.735302,1.546014495238357,1.9347764184113363,1.494652040159933,1.0557127621355291,0.9306949052443543,0.8716233225053481,0.8408811606337433,0.569246291421353,0.39329004110141763,0.010221257239637307,0.8063461211750047,1.3099017612551274,0.9304286106383812,0.5751476298592749,-0.04615062447222037,1.798883748063013,1.8408837614010132,1.168128316735775,1.0529158856949508,0.7035691864941849
18,1532157127.800354,1.143678415978626,1.6599026223021605,1.463367207551084,1.081068756033951,0.8948525746535313,0.39275303161578545,0.6374502139159905,0.6427634497650849,0.49009976385293824,0.062258418701207394,1.1290492121381748,1.6390786167461193,1.3037771819222044,1.0012452502846925,0.3702723006570565,1.4859167746715713,1.552241726153966,1.1128229779343874,1.0746451516759192,0.7842023621999542
19,1532157127.9104722,1.1021475111884318,1.482762041692586,1.486418322399237,1.1280771773941063,0.800447766139915,-0.09365136597881582,0.4859340089399855,0.6293592018973803,0.5242713901983659,0.14528000991254936,1.5345617973689771,2.02259406377164,1.6406615831184375,1.3790456572906769,0.7489039226342967,1.2904059809803077,1.477987569621653,1.042846855666262,1.01816903076676,0.8935274510240955
20,1532157128.0816891,1.2364114349413156,1.4219362274888825,1.543133818160073,1.1812180941617292,0.6794403730095824,-0.11370200965255572,0.37830806545134327,0.5460980163397454,0.5327133611238387,0.21729385722197425,1.857747247070481,2.3012211555491393,1.8666283999004918,1.6266716577342806,1.0033535415874073,1.2611879640893036,1.4882843650860902,1.06499570760535,0.9546037691993102,0.9897893992934608
