,timestamps,delta_absolute_1,theta_absolute_1,alpha_absolute_1,beta_absolute_1,gamma_absolute_1,delta_absolute_2,theta_absolute_2,alpha_absolute_2,beta_absolute_2,gamma_absolute_2,delta_absolute_3,theta_absolute_3,alpha_absolute_3,beta_absolute_3,gamma_absolute_3,delta_absolute_4,theta_absolute_4,alpha_absolute_4,beta_absolute_4,gamma_absolute_4
0,1532120871.946187,2.747249264490425,2.478115424912642,2.033255061560167,1.956450867988398,1.5719469454892117,1.1434061846880226,1.04978179443358,1.3288062856176022,2.010673239907723,1.895895003201962,1.1228316484743326,0.553201433747975,0.4459575617461647,1.0711337675726984,0.8120900397151886,2.8320106333432316,2.276846605518988,1.739309684462127,1.7241041563481956,1.7436230065336416
1,1532120872.070237,2.856414650001489,2.5026825554640264,2.128617089194596,1.9634301072193323,1.5560711591867122,1.1382424624502114,1.0056721435604454,1.3876639376435007,1.9654829651660752,1.9256849312109585,1.206092400201422,0.6818283684076851,0.41868626040863477,0.9846066591942736,0.7857687738928758,2.9498875236657156,2.374106849868327,1.8435531485585708,1.7746101176726754,1.7616630709489294
2,1532120872.181008,2.9036565287710676,2.4415556785862553,2.1524664721716062,1.9285616582961937,1.557443168225384,0.9409293022058008,1.0386821988907264,1.3680904159219676,1.9017807295958329,1.8963104747793342,1.2953482067841897,0.7029797763260364,0.375682424897865,0.9239333907759772,0.7525193728565741,3.008107531848569,2.3856793769883,1.8718168738569612,1.7959620092254516,1.7611126451415615
3,1532120872.256007,2.8227951761588086,2.3981311223679054,2.0919900348494282,1.8503948553191765,1.5731881220824393,0.5524679775188311,1.1005263560269534,1.2740461226575848,1.8111971609638717,1.801206451885527,1.2731288219173993,0.7179535100017898,0.35667807135026114,0.8805816257750343,0.6822007780074947,2.960970889082985,2.3792417281966998,1.789133448811245,1.7763967263398708,1.7361116305126814
4,1532120872.329058,2.6618154491267965,2.3095524025571823,1.9594959048693392,1.7592056634752153,1.6143920729840413,0.1865123372486284,1.1484094900335093,1.1768670422657053,1.6928357972456607,1.6475074058770596,1.1677647521264405,0.8032231834425546,0.3084207319929685,0.8473227758336412,0.5754697264153279,2.8621308733104573,2.2769069382088643,1.6241757209267436,1.7234167600264774,1.687764963298285
5,1532120872.3970358,2.469454042837027,2.2562088594036003,1.8178951639166092,1.7081093250716437,1.6690551211741773,0.6045192669366511,1.1511087089260736,1.1877453146965888,1.5779500534126454,1.4878506463123327,1.1076085174438937,0.865993053204728,0.23442999832724715,0.7991810402320602,0.49526951621254045,2.756196514267189,2.185378014055016,1.4736504619471698,1.6492089603649565,1.6441542502885234
6,1532120872.574652,2.252972120197572,2.2422401744620215,1.7250123076073307,1.7193359966470811,1.727723436744549,0.845480327978409,1.1155005033241516,1.319871480588496,1.546900006930677,1.4087886293147125,0.9852848724153944,1.0275784406305257,0.317849009614619,0.7436111617154089,0.5164806615762004,2.682015162789635,2.188459897035615,1.4371521858549499,1.5772106481349546,1.6254234452070093
7,1532120872.622202,2.188864468643037,2.2430528365057643,1.6506196181892026,1.7725178865585636,1.7811474157186549,0.9642925684597521,1.011629843492652,1.4628656054021734,1.6027614244219905,1.4274391487898812,0.9533449948871489,1.115034617350932,0.4650780599930591,0.7123206558764741,0.6294435073111782,2.6768406174641117,2.2696662371953797,1.438164561315917,1.5383795776662206,1.660682662923435
8,1532120872.689409,2.1509827034587445,2.2301332575955075,1.639041006416052,1.8424921208469212,1.8290044035586321,0.9071124875943921,0.9170265739697964,1.5863944451590242,1.7464343421857766,1.4996210031843962,0.9340753032339255,1.118116624740623,0.6251297354664463,0.7254337928836778,0.7464095883019066,2.6527380922375325,2.3202053314287068,1.4403032972033145,1.5676128842100978,1.743562396209935
9,1532120872.8447099,2.1238256298314426,2.158017894472516,1.6290589947209309,1.8980989278223126,1.8774129618517732,0.5816838821916136,0.8819332809115172,1.69919946609441,1.917204126216737,1.6012324326349585,0.8639810371233619,1.024315958209348,0.734893019605398,0.7862291917537295,0.827248381565723,2.5847072885611246,2.265438539572073,1.4129879928501625,1.666374025118097,1.8384089043652942
10,1532120872.933652,1.9243371979977084,2.020586254401404,1.6112076757373477,1.9216681501880273,1.9211786558336692,0.2592915033892942,0.8265071522614515,1.7866852252694365,2.047166739652765,1.7200209884643907,0.6296618472295749,0.822604572779949,0.8066387275944376,0.8497355890000786,0.8676933273904476,2.3642733841159167,2.1211241832975247,1.3121354023898173,1.7957969547004056,1.904852296914461
11,1532120873.023322,1.6162453012522353,1.7777370759203959,1.5844603287555068,1.900606240586178,1.961428716053557,0.2886573051030609,0.8317765122853242,1.8298029731942258,2.1114248202206105,1.8109256649547707,0.4455108112779361,0.4946292066095123,0.8173153296655239,0.9049364700810734,0.8602236175633855,1.9934388280494604,1.859853056661608,1.2524691734937206,1.9125594761474418,1.9405905692926575
12,1532120873.188034,1.0517810063937953,1.4888981567229338,1.5571156002024331,1.875167571246019,2.008163154703631,0.6816718873047055,0.835865399724294,1.8218554092479655,2.099176654774215,1.863753574501068,-0.3730706857834398,0.4973164831931371,0.7692043136021859,0.9397918342547802,0.8127836066244725,1.241109373707081,1.5868220799692332,1.3066905214893358,2.0064190677375247,1.95961611733835
13,1532120873.235653,-0.077706252150714,1.2589383288006644,1.6038115885785593,1.8990692637367632,2.054275846644075,0.9592124568222958,0.9041099765472194,1.762137534892198,2.0193028480858177,1.900593463072639,-0.1805467435418837,0.39199067026504464,0.7010663113075066,0.9237120316476083,0.7420756230106126,-0.37947402728959934,1.434551540318432,1.5255536167678334,2.0613445535401493,1.9845946629970859
14,1532120873.371361,-0.03628745142922554,1.3120225347598824,1.723044440081642,1.9778566598806102,2.0804324905168663,1.246864575773851,1.0530927808524981,1.6620822623791383,1.9147026254562616,1.948270161444599,-0.16585597101758004,0.5975371459836886,0.6509702212438111,0.900239938260909,0.7018938023417115,1.056172574325466,1.5365634514420181,1.7622391078319763,2.0750104678192325,2.013579874649031
15,1532120873.458026,0.445734253647729,1.357938033443365,1.8724379230895292,2.0371863707204403,2.0645777212237584,1.494818962048401,1.1833504148961225,1.559809333209402,1.868303804920113,2.0161599602962847,0.038706864868701125,0.6483181745131223,0.6242062020009429,0.8877907137665731,0.757020959939386,1.3923889226211692,1.5217241099389784,1.961833532781497,2.044273773070514,2.013924281302372
