,timestamps,delta_absolute_1,theta_absolute_1,alpha_absolute_1,beta_absolute_1,gamma_absolute_1,delta_absolute_2,theta_absolute_2,alpha_absolute_2,beta_absolute_2,gamma_absolute_2,delta_absolute_3,theta_absolute_3,alpha_absolute_3,beta_absolute_3,gamma_absolute_3,delta_absolute_4,theta_absolute_4,alpha_absolute_4,beta_absolute_4,gamma_absolute_4
0,1532127997.9494991,3.1290935467441656,3.0714903504575344,2.287042636171825,1.3319210139616182,1.55714077633921,0.1432175675145352,1.1681598398447943,1.3874247846631702,1.911422909322944,1.4850238122307777,1.5823556319803396,1.7226392918866318,1.6132699079235244,2.0504114435145433,2.3686126283309314,2.9781875232174264,4.172064481203763,3.9010143486798534,3.9102549136946054,3.5521174090770304
1,1532127998.084245,3.131435090535009,2.991359077193176,2.2520028053966197,1.4312475115001013,1.5272134657575913,0.1398736778941189,1.1301727839933584,1.3999043136948142,1.9407802624950572,1.5004686915277983,1.583286553765371,1.7052408801211,1.585502922779948,2.0277111080546875,2.37229978899911,2.85530304022491,4.1639289688551075,3.9209940974283994,3.9177633495354,3.5222003522996337
2,1532127998.150954,3.04940273362903,2.796441547151897,2.118465589178828,1.5393556179279593,1.4492551627024337,-0.027014774124895967,1.1202998499071173,1.3393118479453787,1.8861294525441459,1.4324684577990292,1.5250745823313585,1.5864565343604247,1.5310871550341005,2.0526279185605345,2.3657954137310253,2.8917193831326027,4.07096751783868,3.9409009044008405,3.9391394901421495,3.5144536578868237
3,1532127998.329551,2.9022131984499735,2.5153351372368786,1.9143219696485625,1.6152848997371088,1.330549558491606,-0.12917062494151035,1.1891361194597967,1.2157885974498492,1.7597556339361387,1.2961657541813956,1.3561751066847272,1.3789523599767342,1.491967708181493,2.112730738845532,2.3479872944929068,2.9579886208535,3.8885743146734297,3.9261542057392265,3.9815003009807968,3.526747017080259
4,1532127998.397856,2.6991845740219986,2.3137652368680657,1.7153209856386102,1.635540355017474,1.1841401817483665,0.11041425344346006,1.3016324271378217,1.0612152731051838,1.596870298220625,1.1442255834869455,1.0764364249985494,1.1527179571105053,1.5089219796842948,2.1739790700138886,2.3239652379619278,3.0126408952439108,3.6097441317087204,3.875996894286023,4.028143791507689,3.5384165986475793
5,1532127998.4475698,2.4771594986607397,2.324537437217581,1.6283660329050007,1.5969009294965373,1.0376496374449784,0.36087086487468545,1.3720921930892886,0.9298678337489904,1.4492166014429508,1.0476033118841561,0.6613779871132263,1.0265150996934491,1.5511570622045683,2.213646472347232,2.3065113539042996,2.9460166376300747,3.2606867200510155,3.7761576375949404,4.0681422202618585,3.5356844831364245
6,1532127998.644046,2.1786432456021765,2.3497048884863014,1.6391490847927004,1.5028972399085605,0.9216792392756412,0.4641241052690545,1.3619141989297616,0.846753413271535,1.3313508852395664,1.0043681395762585,0.22681823556616598,0.993542633293511,1.5421294752466461,2.2388047778469793,2.298258257700757,2.7499675188668475,2.9101202967419098,3.6087920031524625,4.096637625669707,3.5127702231744506
7,1532127998.6963189,1.8972302414612983,2.248428477402839,1.559708452121797,1.3848454881418915,0.8840384250860702,0.20303597139971247,1.2754293114969353,0.7368738823210672,1.2025178036807367,0.9514273032412552,-0.43243929710490364,0.9373181242986907,1.4729643699649093,2.2352181246379663,2.3126248675860444,2.4151337592040516,2.6731834953272133,3.364024435980477,4.101273625011315,3.4929717020533766
8,1532127998.809513,1.5077604756771479,2.019394994710503,1.3837579019213375,1.295735944118523,0.9510274584331223,-0.04672137743831622,1.0824738798457778,0.6939633719272792,1.04710563212444,0.8688110769745276,-0.8334752279699783,0.7734870198555099,1.3442603460601694,2.217248482958562,2.342891680641673,1.8065963509550882,2.543957806209705,3.046581049923225,4.086363034800266,3.5022816477517065
9,1532127998.925107,1.2737784568665504,1.6342955579311471,1.1079406480256397,1.306605510970061,1.0737780611531575,-1.223372228525337,0.9678189703786081,0.7236681779441069,0.9263758566358561,0.7971049267987265,-1.8023400067851092,0.5011284346303612,1.2536282311149112,2.1931498281866557,2.375690265941208,1.0400460971677317,2.38145337496206,2.774324638711882,4.066196363949127,3.531572543070952
